date,day,total,temp,공휴일,cloud,month,NightOpen,rain,closed,culture,year,공휴일(주말포함),"공휴일(주말포함, 겹치면 가중치)"
1월 1일,월,15108,-1.3,1,1,1,0,0,0,0,2018,1,1
1월 2일,화,0,-2.4,0,2.3,1,0,0,10,0,2018,0,0
1월 3일,수,6701,-5.9,0,3.6,1,0,0,0,0,2018,0,0
1월 4일,목,5084,-5.8,0,6.5,1,0,0,0,0,2018,0,0
1월 5일,금,5547,-3.8,0,3.6,1,0,0,0,0,2018,0,0
1월 6일,토,8704,-3.2,0,0,1,0,0,0,0,2018,1,1
1월 7일,일,8278,-1.6,0,7.5,1,0,0,0,0,2018,1,1
1월 8일,월,4773,0.1,0,9,1,0,0.9,0,0,2018,0,0
1월 9일,화,0,-5.7,0,3.5,1,0,0.5,10,0,2018,0,0
1월 10일,수,4092,-9,0,0.9,1,0,0.3,0,0,2018,0,0
1월 11일,목,3485,-12.6,0,0.4,1,0,0,0,0,2018,0,0
1월 12일,금,3499,-11.2,0,2.3,1,0,0,0,0,2018,0,0
1월 13일,토,7170,-5.6,0,8.3,1,0,0.4,0,0,2018,1,1
1월 14일,일,8361,-0.3,0,7,1,0,0,0,0,2018,1,1
1월 15일,월,5313,3.7,0,7.6,1,0,0.2,0,0,2018,0,0
1월 16일,화,0,2.9,0,9.8,1,0,0,10,0,2018,0,0
1월 17일,수,5236,3.3,0,7.4,1,0,0,0,0,2018,0,0
1월 18일,목,5461,0.8,0,8.6,1,0,0,0,0,2018,0,0
1월 19일,금,6556,0.1,0,3.8,1,0,0,0,0,2018,0,0
1월 20일,토,11493,1.8,0,5.1,1,0,0,0,0,2018,1,1
1월 21일,일,10003,0.1,0,2,1,0,0,0,0,2018,1,1
1월 22일,월,5288,-1,0,9.4,1,0,3.3,0,0,2018,0,0
1월 23일,화,0,-13.6,0,0.3,1,0,0,10,0,2018,0,0
1월 24일,수,3043,-16,0,0,1,0,0,0,0,2018,0,0
1월 25일,목,3323,-15.8,0,3.6,1,0,0,0,0,2018,0,0
1월 26일,금,3433,-16.3,0,0,1,0,0,0,0,2018,0,0
1월 27일,토,6629,-11,0,1.8,1,0,0,0,0,2018,1,1
1월 28일,일,6853,-7.5,0,3.3,1,0,0,0,0,2018,1,1
1월 29일,월,4911,-9.7,0,0.1,1,0,0,10,0,2018,0,0
1월 30일,화,0,-5.9,0,5.8,1,0,2.9,0,0,2018,0,0
1월 31일,수,6551,-3.2,0,7.4,1,0,0,0,1,2018,0,0
2월 1일,목,4762,-4.3,0,0,2,0,0,0,0,2018,0,0
2월 2일,금,4947,-2.8,0,1.9,2,0,0,0,0,2018,0,0
2월 3일,토,6380,-8.8,0,1.3,2,0,0.5,0,0,2018,1,1
2월 4일,일,5913,-11,0,0,2,0,0,0,0,2018,1,1
2월 5일,월,4156,-10.7,0,0.1,2,0,0,0,0,2018,0,0
2월 6일,화,0,-11.6,0,1.1,2,0,0,10,0,2018,0,0
2월 7일,수,4798,-8.7,0,1,2,0,0,0,0,2018,0,0
2월 8일,목,6325,-4.6,0,0.3,2,0,0,0,0,2018,0,0
2월 9일,금,5760,-0.3,0,9.1,2,0,0,0,0,2018,0,0
2월 10일,토,8634,-2.1,0,6.5,2,0,0,0,0,2018,1,1
2월 11일,일,7795,-7.3,0,3.5,2,0,0,0,0,2018,1,1
2월 12일,월,5207,-7,0,4.1,2,0,0,0,0,2018,0,0
2월 13일,화,0,-1.5,0,3.1,2,0,0,10,0,2018,0,0
2월 14일,수,5550,2.5,0,7.4,2,0,0,0,0,2018,0,0
2월 15일,목,17488,-1.5,1,3.8,2,0,0,0,0,2018,1,1
2월 16일,금,34481,-1.6,1,3.3,2,0,0,0,0,2018,1,1
2월 17일,토,52494,-4.1,1,1.9,2,0,0,0,0,2018,1,2
2월 18일,일,19411,-1.1,0,7.4,2,0,0,0,0,2018,1,1
2월 19일,월,10686,1.6,0,6.1,2,0,0,0,0,2018,0,0
2월 20일,화,0,0.3,0,5,2,0,0,10,0,2018,0,0
2월 21일,수,13039,-1.8,0,1.6,2,0,0,0,0,2018,0,0
2월 22일,목,9875,0.5,0,5.8,2,0,0.4,0,0,2018,0,0
2월 23일,금,9417,3.2,0,7,2,0,3.7,0,0,2018,0,0
2월 24일,토,13724,1.8,0,6.1,2,0,0,0,0,2018,1,1
2월 25일,일,12687,1.4,0,2.4,2,0,0,0,0,2018,1,1
2월 26일,월,8421,2.7,0,1.3,2,0,0,0,0,2018,0,0
2월 27일,화,0,4,0,8.5,2,0,0,10,0,2018,0,0
2월 28일,수,6579,3.3,0,10,2,0,25,0,1,2018,0,0
3월 1일,목,9572,-1.6,1,4.4,3,0,0.5,0,0,2018,1,1
3월 2일,금,7504,-1.4,0,2.4,3,0,0,0,0,2018,0,0
3월 3일,토,15885,6.4,0,4.1,3,0,0,0,0,2018,1,1
3월 4일,일,7779,8.3,0,10,3,0,11.5,0,0,2018,1,1
3월 5일,월,4990,3.8,0,5.4,3,0,3.5,0,0,2018,0,0
3월 6일,화,0,3.9,0,2.1,3,0,0,10,0,2018,0,0
3월 7일,수,6747,4.8,0,8.6,3,0,0.5,0,0,2018,0,0
3월 8일,목,5357,3.1,0,8.1,3,0,4,0,0,2018,0,0
3월 9일,금,8037,3.9,0,5.9,3,0,0,0,0,2018,0,0
3월 10일,토,14761,3.8,0,4.6,3,0,0,0,0,2018,1,1
3월 11일,일,14018,5.7,0,2.8,3,0,0,0,0,2018,1,1
3월 12일,월,7807,7.5,0,3.3,3,0,0,0,0,2018,0,0
3월 13일,화,0,12.2,0,5.9,3,0,0,10,0,2018,0,0
3월 14일,수,9333,16,0,6,3,0,0,0,0,2018,0,0
3월 15일,목,4057,11,0,9.8,3,0,27,0,0,2018,0,0
3월 16일,금,9355,4.6,0,1.4,3,0,0,0,0,2018,0,0
3월 17일,토,19412,5.7,0,4.4,3,0,0,0,0,2018,1,1
3월 18일,일,14933,7.3,0,9.8,3,0,0.5,0,0,2018,1,1
3월 19일,월,6895,6.3,0,9.5,3,0,1,0,0,2018,0,0
3월 20일,화,0,2.8,0,6.9,3,0,0,10,0,2018,0,0
3월 21일,수,7362,0.3,0,9.9,3,0,1,0,0,2018,0,0
3월 22일,목,11132,3.8,0,1.5,3,0,0,0,0,2018,0,0
3월 23일,금,10267,5.2,0,4.6,3,0,0,0,0,2018,0,0
3월 24일,토,16957,7,0,6.3,3,0,0,0,0,2018,1,1
3월 25일,일,16321,8.6,0,3.4,3,0,0,0,0,2018,1,1
3월 26일,월,11953,10.2,0,3.6,3,0,0,0,0,2018,0,0
3월 27일,화,0,12.9,0,2.6,3,0,0,10,0,2018,0,0
3월 28일,수,10161,13.4,0,4.3,3,0,0,0,1,2018,0,0
3월 29일,목,10738,14.2,0,4.9,3,0,0,0,0,2018,0,0
3월 30일,금,13875,14,0,0.5,3,0,0,0,0,2018,0,0
3월 31일,토,22534,13.5,0,4.4,3,0,0,0,0,2018,1,1
4월 1일,일,18584,14.8,0,9.1,4,0,0,0,0,2018,1,1
4월 2일,월,12725,17.6,0,6.1,4,0,0,0,0,2018,0,0
4월 3일,화,0,16.8,0,9.1,4,0,0.1,10,0,2018,0,0
4월 4일,수,15931,11,0,6.1,4,0,18.5,0,0,2018,0,0
4월 5일,목,8298,6.1,0,9.9,4,0,10.5,0,0,2018,0,0
4월 6일,금,16817,4.6,0,8.9,4,0,6.5,0,0,2018,0,0
4월 7일,토,21781,2.8,0,5.1,4,0,0.2,0,0,2018,1,1
4월 8일,일,15727,3.2,0,6.1,4,0,3,0,0,2018,1,1
4월 9일,월,14369,7.6,0,2.6,4,0,0,0,0,2018,0,0
4월 10일,화,0,14.8,0,6.3,4,0,5,10,0,2018,0,0
4월 11일,수,16911,11.5,0,2.6,4,0,0,0,0,2018,0,0
4월 12일,목,16729,12.7,0,1.3,4,0,0,0,0,2018,0,0
4월 13일,금,18114,13.5,0,8.9,4,0,0,0,0,2018,0,0
4월 14일,토,13244,7.4,0,8.9,4,0,9,0,0,2018,1,1
4월 15일,일,20742,8.6,0,3.1,4,0,0,0,0,2018,1,1
4월 16일,월,15798,11.5,0,1,4,0,0,0,0,2018,0,0
4월 17일,화,0,12.6,0,0.9,4,0,0,10,0,2018,0,0
4월 18일,수,19585,12.6,0,0.4,4,0,0,0,0,2018,0,0
4월 19일,목,14897,14.1,0,0,4,0,0,0,0,2018,0,0
4월 20일,금,14305,18.6,0,0.5,4,0,0,0,0,2018,0,0
4월 21일,토,22101,19.2,0,3.4,4,0,0,0,0,2018,1,1
4월 22일,일,12972,14.5,0,9.5,4,0,15.5,0,0,2018,1,1
4월 23일,월,5091,7.9,0,10,4,0,59,0,0,2018,0,0
4월 24일,화,0,10.9,0,8,4,0,3,10,0,2018,0,0
4월 25일,수,14441,15,0,0.8,4,0,0,0,1,2018,0,0
4월 26일,목,19543,14.9,0,3.9,4,0,0,0,0,2018,0,0
4월 27일,금,18907,14.8,0,0.1,4,0,0,0,0,2018,0,0
4월 28일,토,24286,15.5,0,0,4,0,0,0,0,2018,1,1
4월 29일,일,25604,16.4,0,2.4,4,1,0,0,0,2018,1,1
4월 30일,월,21422,18.4,0,5.5,4,1,0,0,0,2018,0,0
5월 1일,화,13889,19.1,0,8.5,5,1,0,0,0,2018,0,0
5월 2일,수,15583,13.8,0,9.9,5,1,12,0,0,2018,0,0
5월 3일,목,16581,9.9,0,3.6,5,1,1,0,0,2018,0,0
5월 4일,금,20902,13.3,0,1.4,5,1,0,0,0,2018,0,0
5월 5일,토,43061,17.5,1,6,5,1,0,0,0,2018,1,2
5월 6일,일,16730,15.1,0,9.3,5,1,22,0,0,2018,1,1
5월 7일,월,21085,18.5,1,6,5,0,0,0,0,2018,1,1
5월 8일,화,0,15.5,0,3,5,0,0,10,0,2018,0,0
5월 9일,수,16279,14.8,0,0.1,5,0,0,0,0,2018,0,0
5월 10일,목,14434,15.2,0,3.1,5,0,0,0,0,2018,0,0
5월 11일,금,16948,15.4,0,9.5,5,0,0,0,0,2018,0,0
5월 12일,토,8426,13.3,0,10,5,0,32,0,0,2018,1,1
5월 13일,일,18319,15,0,5.3,5,0,0.5,0,0,2018,1,1
5월 14일,월,14838,17.6,0,6.6,5,0,0,0,0,2018,0,0
5월 15일,화,0,23.1,0,8.5,5,0,0,10,0,2018,0,0
5월 16일,수,10186,22.3,0,10,5,0,45,0,0,2018,0,0
5월 17일,목,10610,19.9,0,10,5,0,83,0,0,2018,0,0
5월 18일,금,13536,14.7,0,8.3,5,0,6.5,0,0,2018,0,0
5월 19일,토,23980,16.2,0,0,5,0,0,0,0,2018,1,1
5월 20일,일,24522,16,0,4.6,5,0,0,0,0,2018,1,1
5월 21일,월,19909,16.8,0,3.9,5,1,0,0,0,2018,0,0
5월 22일,화,10048,16.7,1,9,5,1,12.5,0,0,2018,1,1
5월 23일,수,12944,16.6,0,1.4,5,1,6.5,0,0,2018,0,0
5월 24일,목,12904,18.2,0,0.5,5,1,0,0,0,2018,0,0
5월 25일,금,16369,19.8,0,3.4,5,1,0,0,0,2018,0,0
5월 26일,토,23257,21.8,0,1,5,1,0,0,0,2018,1,1
5월 27일,일,20515,19.8,0,7.3,5,1,0,0,0,2018,1,1
5월 28일,월,13136,21.7,0,3.8,5,1,0,0,0,2018,0,0
5월 29일,화,0,20.3,0,9.4,5,0,1,10,0,2018,0,0
5월 30일,수,11807,19.8,0,4.6,5,1,0,0,1,2018,0,0
5월 31일,목,15687,20.1,0,0.9,5,1,0,0,0,2018,0,0
6월 1일,금,15250,23.4,0,0,6,1,0,0,0,2018,0,0
6월 2일,토,19577,23.3,0,1.4,6,1,0,0,0,2018,1,1
6월 3일,일,12813,23.8,0,4,6,0,0,0,0,2018,1,1
6월 4일,월,9752,21.8,0,7.9,6,0,0,0,0,2018,0,0
6월 5일,화,524,23,0,1.4,6,0,0,10,0,2018,0,0
6월 6일,수,14271,22.3,1,1,6,0,0,0,0,2018,1,1
6월 7일,목,8999,21.3,0,4.5,6,0,0,0,0,2018,0,0
6월 8일,금,10162,20.8,0,5.5,6,0,0,0,0,2018,0,0
6월 9일,토,16536,22.1,0,6.6,6,0,0.5,0,0,2018,1,1
6월 10일,일,13951,19.2,0,9.5,6,0,0.5,0,0,2018,1,1
6월 11일,월,10092,18.5,0,8.5,6,0,5,0,0,2018,0,0
6월 12일,화,665,20,0,4.5,6,0,0,10,0,2018,0,0
6월 13일,수,16107,21.3,1,7.4,6,0,0,0,0,2018,1,1
6월 14일,목,9064,20.2,0,9.5,6,0,29,0,0,2018,0,0
6월 15일,금,12256,20.1,0,6.1,6,0,16.5,0,0,2018,0,0
6월 16일,토,18575,21.4,0,0.8,6,0,0,0,0,2018,1,1
6월 17일,일,20312,21.8,0,7.8,6,1,0,0,0,2018,1,1
6월 18일,월,12218,24.4,0,3.6,6,1,0,0,0,2018,0,0
6월 19일,화,478,22,0,8.1,6,0,0,10,0,2018,0,0
6월 20일,수,15767,21.6,0,5.4,6,1,0,0,0,2018,0,0
6월 21일,목,13285,22.6,0,3,6,1,0,0,0,2018,0,0
6월 22일,금,13253,24.7,0,5.1,6,1,0,0,0,2018,0,0
6월 23일,토,20774,23.6,0,8,6,1,0,0,0,2018,1,1
6월 24일,일,15626,24.3,0,4,6,1,0,0,0,2018,1,1
6월 25일,월,12040,26.1,0,7.9,6,1,0,0,0,2018,0,0
6월 26일,화,254,21,0,10,6,0,71.5,10,0,2018,0,0
6월 27일,수,13699,21.6,0,8.8,6,1,1,0,1,2018,0,0
6월 28일,목,14302,22.1,0,9.5,6,1,26.5,0,0,2018,0,0
6월 29일,금,13829,24,0,7.3,6,1,6.5,0,0,2018,0,0
6월 30일,토,15075,23.5,0,9.1,6,1,14.5,0,0,2018,1,1
7월 1일,일,5208,20.4,0,9.9,7,0,83.5,0,0,2018,1,1
7월 2일,월,6657,21.4,0,9.6,7,0,59.5,0,0,2018,0,0
7월 3일,화,222,25.8,0,6,7,0,0.1,10,0,2018,0,0
7월 4일,수,10802,26.6,0,7.1,7,0,0,0,0,2018,0,0
7월 5일,목,10059,23.7,0,8.6,7,0,0.5,0,0,2018,0,0
7월 6일,금,10795,21.8,0,8.5,7,0,0,0,0,2018,0,0
7월 7일,토,15378,21.6,0,3.6,7,0,0,0,0,2018,1,1
7월 8일,일,13916,21.4,0,7,7,0,0,0,0,2018,1,1
7월 9일,월,6263,19,0,9.9,7,0,14,0,0,2018,0,0
7월 10일,화,502,22.2,0,9.8,7,0,16.5,10,0,2018,0,0
7월 11일,수,11853,25.6,0,9.6,7,0,3,0,0,2018,0,0
7월 12일,목,14161,25.9,0,7.5,7,0,1,0,0,2018,0,0
7월 13일,금,9451,26.6,0,6.4,7,0,0,0,0,2018,0,0
7월 14일,토,12956,27,0,5,7,0,0,0,0,2018,1,1
7월 15일,일,13211,27.5,0,2.6,7,0,0,0,0,2018,1,1
7월 16일,월,10077,27.9,0,0.4,7,0,0,0,0,2018,0,0
7월 17일,화,138,27.2,0,1.3,7,0,0,10,0,2018,0,0
7월 18일,수,9925,27.5,0,0.8,7,0,0,0,0,2018,0,0
7월 19일,목,9383,27.6,0,0.1,7,0,0,0,0,2018,0,0
7월 20일,금,8117,28.9,0,0.4,7,0,0,0,0,2018,0,0
7월 21일,토,9986,29.6,0,0.3,7,0,0,0,0,2018,1,1
7월 22일,일,11646,30.8,0,3.5,7,1,0,0,0,2018,1,1
7월 23일,월,9156,30.2,0,7.9,7,1,0,0,0,2018,0,0
7월 24일,화,253,30.5,0,4.4,7,0,0,10,0,2018,0,0
7월 25일,수,11919,28.6,0,6.3,7,1,0,0,1,2018,0,0
7월 26일,목,9523,28.8,0,5.8,7,1,0,0,0,2018,0,0
7월 27일,금,9807,29.8,0,2.3,7,1,0,0,0,2018,0,0
7월 28일,토,12984,28.5,0,5.5,7,1,7.5,0,0,2018,1,1
7월 29일,일,13899,29.9,0,2.4,7,1,0,0,0,2018,1,1
7월 30일,월,12660,30.2,0,3.1,7,1,0,0,0,2018,0,0
7월 31일,화,197,30.4,0,2.8,7,0,0,10,0,2018,0,0
8월 1일,수,11750,32.2,0,0.8,8,1,0,0,0,2018,0,0
8월 2일,목,12013,31.8,0,4,8,1,0,0,0,2018,0,0
8월 3일,금,12027,31.8,0,1,8,1,0,0,0,2018,0,0
8월 4일,토,14011,29.8,0,3.4,8,1,0,0,0,2018,1,1
8월 5일,일,8147,28.3,0,6.5,8,0,2,0,0,2018,1,1
8월 6일,월,7940,28.6,0,7.6,8,0,6.5,0,0,2018,0,0
8월 7일,화,168,29.2,0,3.6,8,0,0,10,0,2018,0,0
8월 8일,수,8976,29.2,0,3,8,0,0,0,0,2018,0,0
8월 9일,목,8374,27.5,0,7.3,8,0,2,0,0,2018,0,0
8월 10일,금,8333,29,0,3.5,8,0,0,0,0,2018,0,0
8월 11일,토,11205,28.9,0,2.9,8,0,0,0,0,2018,1,1
8월 12일,일,10444,28.7,0,6.5,8,0,5,0,0,2018,1,1
8월 13일,월,9762,29,0,7.3,8,0,1,0,0,2018,0,0
8월 14일,화,17,30.3,0,6.9,8,0,0,10,0,2018,0,0
8월 15일,수,11102,29.5,1,6.4,8,0,1,0,0,2018,1,1
8월 16일,목,8953,27.5,0,3.3,8,0,0,0,0,2018,0,0
8월 17일,금,9715,24.7,0,0,8,0,0,0,0,2018,0,0
8월 18일,토,14045,25,0,5,8,0,0,0,0,2018,1,1
8월 19일,일,12085,26.6,0,7.9,8,0,0,0,0,2018,1,1
8월 20일,월,9688,27.1,0,8.4,8,0,0,0,0,2018,0,0
8월 21일,화,10,25.2,0,6.3,8,0,5,10,0,2018,0,0
8월 22일,수,9502,28.7,0,4.5,8,0,0,0,0,2018,0,0
8월 23일,목,7535,27.4,0,9.5,8,0,3,0,0,2018,0,0
8월 24일,금,5923,22.6,0,9.6,8,0,7.5,0,0,2018,0,0
8월 25일,토,16450,23.6,0,7,8,0,0,0,0,2018,1,1
8월 26일,일,11672,21.6,0,6.4,8,0,2,0,0,2018,1,1
8월 27일,월,7465,21,0,8.9,8,0,19.5,0,0,2018,0,0
8월 28일,화,117,22,0,9,8,0,96.5,10,0,2018,0,0
8월 29일,수,7510,23.4,0,10,8,0,42,0,1,2018,0,0
8월 30일,목,8710,24.3,0,9.4,8,0,9.5,0,0,2018,0,0
8월 31일,금,9603,24.1,0,4.5,8,0,0.1,0,0,2018,0,0
9월 1일,토,14349,25.5,0,1.5,9,0,0,0,0,2018,1,1
9월 2일,일,11898,23.1,0,5.5,9,0,0,0,0,2018,1,1
9월 3일,월,7297,21.8,0,9.8,9,0,34.5,0,0,2018,0,0
9월 4일,화,262,21.9,0,5.1,9,0,0,10,0,2018,0,0
9월 5일,수,12409,22.9,0,1.9,9,0,0,0,0,2018,0,0
9월 6일,목,10044,22.7,0,7.9,9,0,1,0,0,2018,0,0
9월 7일,금,9859,20.8,0,4.9,9,0,0.5,0,0,2018,0,0
9월 8일,토,17761,21,0,0.3,9,0,0,0,0,2018,1,1
9월 9일,일,14289,21.1,0,1.4,9,0,0,0,0,2018,1,1
9월 10일,월,9988,20.7,0,2.4,9,0,0,0,0,2018,0,0
9월 11일,화,401,19.3,0,7.5,9,0,0,10,0,2018,0,0
9월 12일,수,13228,20.8,0,4.1,9,0,0,0,0,2018,0,0
9월 13일,목,13847,21.5,0,7.9,9,0,0,0,0,2018,0,0
9월 14일,금,11543,21.6,0,8.3,9,0,0.5,0,0,2018,0,0
9월 15일,토,17668,21.3,0,9.8,9,0,0.2,0,0,2018,1,1
9월 16일,일,16048,20.6,0,10,9,1,2,0,0,2018,1,1
9월 17일,월,16340,21.1,0,5.3,9,1,0.1,0,0,2018,0,0
9월 18일,화,403,21.3,0,8.3,9,0,0,10,0,2018,0,0
9월 19일,수,18327,20.8,0,9.5,9,1,0.2,0,0,2018,0,0
9월 20일,목,13746,17,0,10,9,1,5,0,0,2018,0,0
9월 21일,금,9917,17.8,0,9.3,9,1,18,0,0,2018,0,0
9월 22일,토,29985,20,0,2.1,9,1,6.5,0,0,2018,1,1
9월 23일,일,33930,18.4,1,4.4,9,1,0,0,0,2018,1,2
9월 24일,월,95513,17,4,1.1,9,1,0,0,0,2018,4,4
9월 25일,화,103568,16.6,1,2.1,9,0,0,0,0,2018,1,1
9월 26일,수,77641,17.3,1,5,9,1,0,0,1,2018,1,1
9월 27일,목,11126,17.3,0,0.9,9,1,0,0,0,2018,0,0
9월 28일,금,13469,15.9,0,6.1,9,1,0,0,0,2018,0,0
9월 29일,토,21518,18.9,0,0.4,9,1,0,0,0,2018,1,1
9월 30일,일,16268,16.9,0,0.6,9,0,0,0,0,2018,1,1
10월 1일,월,10857,13.9,0,4.5,10,0,0,0,0,2018,0,0
10월 2일,화,424,15.5,0,0.5,10,0,0,10,0,2018,0,0
10월 3일,수,25113,17.3,1,0,10,0,0,0,0,2018,1,1
10월 4일,목,15547,17.7,0,6.5,10,0,0,0,0,2018,0,0
10월 5일,금,7994,15.4,0,9.8,10,0,36.5,0,0,2018,0,0
10월 6일,토,9817,17,0,7.5,10,0,55.5,0,0,2018,1,1
10월 7일,일,23240,15.8,0,2.9,10,0,0,0,0,2018,1,1
10월 8일,월,19243,14.9,0,4.4,10,0,0,0,0,2018,0,0
10월 9일,화,19641,14.2,0.0000001,9,10,0,0,0,0,2018,0.0000001,0.0000001
10월 10일,수,14041,10.7,0,6.8,10,0,7,0,0,2018,0,0
10월 11일,목,17757,8.8,0,1.4,10,0,0,0,0,2018,0,0
10월 12일,금,16519,10.4,0,0,10,0,0,0,0,2018,0,0
10월 13일,토,26321,11.6,0,0,10,0,0,0,0,2018,1,1
10월 14일,일,20706,12.8,0,3.4,10,0,0,0,0,2018,1,1
10월 15일,월,15918,14.4,0,4,10,0,0,0,0,2018,0,0
10월 16일,화,177,13.9,0,5.6,10,0,0,10,0,2018,0,0
10월 17일,수,23518,12,0,0,10,0,0,0,0,2018,0,0
10월 18일,목,19128,11.3,0,3.1,10,0,0,0,0,2018,0,0
10월 19일,금,21575,12.4,0,0,10,0,0,0,0,2018,0,0
10월 20일,토,29098,13,0,1.1,10,0,0,0,0,2018,1,1
10월 21일,일,25923,13,0,2.4,10,1,0,0,0,2018,1,1
10월 22일,월,19642,13.5,0,5.3,10,1,0,0,0,2018,0,0
10월 23일,화,241,11.5,0,5.4,10,0,5,10,0,2018,0,0
10월 24일,수,24751,12.1,0,0.5,10,1,0,0,0,2018,0,0
10월 25일,목,23642,13,0,4,10,1,0,0,0,2018,0,0
10월 26일,금,15926,10.9,0,7.5,10,1,11,0,0,2018,0,0
10월 27일,토,31827,7.1,0,1.6,10,1,0,0,0,2018,1,1
10월 28일,일,20044,8.3,0,7.3,10,1,5.5,0,0,2018,1,1
10월 29일,월,20834,6.2,0,5.9,10,1,0,0,0,2018,0,0
10월 30일,화,533,5.3,0,3.3,10,0,0,10,0,2018,0,0
10월 31일,수,21944,6.6,0,0.8,10,1,0,0,1,2018,0,0
11월 1일,목,19363,8.2,0,0,11,1,0,0,0,2018,0,0
11월 2일,금,21893,10.6,0,0,11,1,0,0,0,2018,0,0
11월 3일,토,28582,12,0,0,11,1,0,0,0,2018,1,1
11월 4일,일,19624,12,0,2.1,11,0,0,0,0,2018,1,1
11월 5일,월,16453,11.4,0,5.3,11,0,0,0,0,2018,0,0
11월 6일,화,550,11.8,0,6.9,11,0,0,10,0,2018,0,0
11월 7일,수,17302,11.4,0,9.9,11,0,2,0,0,2018,0,0
11월 8일,목,6817,10.9,0,10,11,0,64,0,0,2018,0,0
11월 9일,금,15478,10.6,0,7.9,11,0,1,0,0,2018,0,0
11월 10일,토,21053,11.2,0,3.1,11,0,0,0,0,2018,1,1
11월 11일,일,16704,7.7,0,6.4,11,0,0,0,0,2018,1,1
11월 12일,월,11729,7.9,0,0,11,0,0,0,0,2018,0,0
11월 13일,화,479,8.9,0,0.4,11,0,0,10,0,2018,0,0
11월 14일,수,12566,9.3,0,0.1,11,0,0,0,0,2018,0,0
11월 15일,목,12603,9.6,0,4.8,11,0,0,0,0,2018,0,0
11월 16일,금,14272,8,0,6.5,11,0,0,0,0,2018,0,0
11월 17일,토,19315,4.5,0,4.6,11,0,0,0,0,2018,1,1
11월 18일,일,15401,5.6,0,6.9,11,0,0,0,0,2018,1,1
11월 19일,월,10087,6.2,0,1.9,11,0,0,0,0,2018,0,0
11월 20일,화,659,5.9,0,2,11,0,0.2,10,0,2018,0,0
11월 21일,수,9285,4.4,0,8.4,11,0,1,0,0,2018,0,0
11월 22일,목,10824,1.2,0,0.8,11,0,0,0,0,2018,0,0
11월 23일,금,12327,1,0,3.1,11,0,0,0,0,2018,0,0
11월 24일,토,13629,0.9,0,9,11,0,10.9,0,0,2018,1,1
11월 25일,일,14250,4.3,0,3.8,11,0,0,0,0,2018,1,1
11월 26일,월,10565,6.1,0,0.6,11,0,0,0,0,2018,0,0
11월 27일,화,642,6.8,0,6.1,11,0,0,10,0,2018,0,0
11월 28일,수,13570,4.4,0,3.8,11,0,0,0,1,2018,0,0
11월 29일,목,9192,3,0,5.8,11,0,0,0,0,2018,0,0
11월 30일,금,11025,2.3,0,1,11,0,0,0,0,2018,0,0
12월 1일,토,15046,4.8,0,3.6,12,0,0,0,0,2018,1,1
12월 2일,일,12981,6.7,0,6.5,12,0,0,0,0,2018,1,1
12월 3일,월,9526,10.2,0,9.9,12,0,9.5,0,0,2018,0,0
12월 4일,화,426,5,0,7.8,12,0,5,10,0,2018,0,0
12월 5일,수,9473,-1.2,0,6.4,12,0,0,0,0,2018,0,0
12월 6일,목,10672,0.5,0,8.1,12,0,0,0,0,2018,0,0
12월 7일,금,6195,-9.4,0,1.1,12,0,0,0,0,2018,0,0
12월 8일,토,11121,-10,0,1.4,12,0,0,0,0,2018,1,1
12월 9일,일,8930,-8.4,0,2,12,0,0,0,0,2018,1,1
12월 10일,월,8807,-3.7,0,3,12,0,0,0,0,2018,0,0
12월 11일,화,277,-0.9,0,7.9,12,0,0,10,0,2018,0,0
12월 12일,수,9405,-3.3,0,0,12,0,0,0,0,2018,0,0
12월 13일,목,7716,-3.9,0,5,12,0,1.3,0,0,2018,0,0
12월 14일,금,8248,-5.5,0,0,12,0,0,0,0,2018,0,0
12월 15일,토,13859,-3.2,0,3.6,12,0,0,0,0,2018,1,1
12월 16일,일,10382,-0.9,0,9.3,12,0,0.3,0,0,2018,1,1
12월 17일,월,9642,0.5,0,1.3,12,0,0.3,0,0,2018,0,0
12월 18일,화,277,2.2,0,3,12,0,0,10,0,2018,0,0
12월 19일,수,10913,3.5,0,2.9,12,0,0,0,0,2018,0,0
12월 20일,목,8786,3.1,0,3.1,12,0,0,0,0,2018,0,0
12월 21일,금,8731,4.7,0,8.5,12,0,0,0,0,2018,0,0
12월 22일,토,13604,5.8,0,4.3,12,0,0,0,0,2018,1,1
12월 23일,일,14039,0.8,0,2.6,12,0,0,0,0,2018,1,1
12월 24일,월,11748,-3.3,1,0.3,12,0,0,0,0,2018,1,1
12월 25일,화,8160,-0.7,1,7.4,12,0,0,0,0,2018,1,1
12월 26일,수,10314,-3.4,0,4.4,12,0,0,0,1,2018,0,0
12월 27일,목,7471,-12.3,0,0.5,12,0,0,0,0,2018,0,0
12월 28일,금,8641,-12.4,0,0.6,12,0,0,0,0,2018,0,0
12월 29일,토,12902,-9.4,0,0,12,0,0,0,0,2018,1,1
12월 30일,일,13740,-8.1,0,0.8,12,0,0,0,0,2018,1,1
12월 31일,월,13816,-5.8,0,1.6,12,0,0,0,0,2018,0,0
